2015-12-02,"[turnover    8.27
dtype: float64, turnover    1.587778
dtype: float64]"
2015-12-03,"[turnover    6.304444
dtype: float64, turnover    1.543333
dtype: float64]"
2015-12-04,"[turnover    9.156667
dtype: float64, turnover    1.726667
dtype: float64]"
2015-12-07,"[turnover    9.402222
dtype: float64, turnover    1.682222
dtype: float64]"
2015-12-08,"[turnover    8.701111
dtype: float64, turnover    1.656667
dtype: float64]"
2015-12-09,"[turnover    7.254444
dtype: float64, turnover    1.404444
dtype: float64]"
2015-12-10,"[turnover    6.47
dtype: float64, turnover    1.371111
dtype: float64]"
2015-12-11,"[turnover    5.8
dtype: float64, turnover    1.207778
dtype: float64]"
2015-12-14,"[turnover    4.721111
dtype: float64, turnover    1.247778
dtype: float64]"
2015-12-15,"[turnover    5.396667
dtype: float64, turnover    1.323333
dtype: float64]"
2015-12-16,"[turnover    4.907778
dtype: float64, turnover    1.122222
dtype: float64]"
2015-12-17,"[turnover    6.362222
dtype: float64, turnover    2.03
dtype: float64]"
2015-12-18,"[turnover    7.011111
dtype: float64, turnover    2.054444
dtype: float64]"
2015-12-21,"[turnover    6.774444
dtype: float64, turnover    1.884444
dtype: float64]"
2015-12-22,"[turnover    8.008889
dtype: float64, turnover    2.235556
dtype: float64]"
2015-12-23,"[turnover    10.367778
dtype: float64, turnover    2.99
dtype: float64]"
2015-12-24,"[turnover    7.005556
dtype: float64, turnover    1.871111
dtype: float64]"
2015-12-25,"[turnover    5.914444
dtype: float64, turnover    1.258889
dtype: float64]"
2015-12-28,"[turnover    5.82
dtype: float64, turnover    2.154444
dtype: float64]"
2015-12-29,"[turnover    4.158889
dtype: float64, turnover    1.317778
dtype: float64]"
2015-12-30,"[turnover    4.598889
dtype: float64, turnover    1.202222
dtype: float64]"
2015-12-31,"[turnover    3.896667
dtype: float64, turnover    1.188889
dtype: float64]"
