,turnover,code
6,0.38,601009
7,0.34,601009
8,0.44,601009
9,0.6,601009
10,0.57,601009
0,0.32,601010
1,0.37,601010
2,0.6,601010
3,0.62,601010
4,0.9,601010
5,0.52,601010
6,0.61,601010
7,0.27,601010
8,0.28,601010
9,0.33,601010
10,0.3,601010
0,9.7,601011
1,11.41,601011
2,6.49,601011
3,8.52,601011
4,4.01,601011
5,4.08,601011
6,3.51,601011
7,3.57,601011
8,4.41,601011
9,6.74,601011
10,5.69,601011
0,1.29,601012
1,0.8,601012
2,1.64,601012
3,1.13,601012
4,1.2,601012
5,1.14,601012
6,1.38,601012
7,1.79,601012
8,1.31,601012
9,1.48,601012
10,1.05,601012
0,1.12,601015
1,0.93,601015
2,2.25,601015
3,1.41,601015
4,1.92,601015
5,2.13,601015
6,3.0,601015
7,3.7,601015
8,2.17,601015
9,2.81,601015
10,1.74,601015
0,0.27,601016
1,0.53,601016
2,0.91,601016
3,0.53,601016
4,0.56,601016
5,0.61,601016
6,0.62,601016
7,0.53,601016
8,0.53,601016
9,0.9,601016
10,0.28,601016
0,0.14,601018
1,0.14,601018
2,0.37,601018
3,0.23,601018
4,0.23,601018
5,0.34,601018
6,0.27,601018
7,0.26,601018
8,0.5,601018
9,1.14,601018
10,0.12,601018
0,17.34,601020
1,4.65,601020
2,14.64,601020
3,14.74,601020
4,11.96,601020
5,12.71,601020
6,17.18,601020
7,23.93,601020
8,17.83,601020
9,6.25,601020
10,5.96,601020
0,0.5,601021
1,0.61,601021
2,0.95,601021
3,0.72,601021
4,1.63,601021
5,0.74,601021
6,0.71,601021
7,0.58,601021
8,0.54,601021
9,0.9,601021
10,0.98,601021
0,4.15,601028
1,2.0,601028
2,2.99,601028
3,2.31,601028
4,3.02,601028
5,2.76,601028
6,2.43,601028
7,3.32,601028
8,2.46,601028
9,5.28,601028
10,1.88,601028
0,0.6,601038
1,0.92,601038
2,1.61,601038
3,1.27,601038
4,1.82,601038
5,1.63,601038
6,1.79,601038
7,1.78,601038
8,4.07,601038
9,2.62,601038
10,0.68,601038
0,1.36,601058
1,1.52,601058
2,2.59,601058
3,2.87,601058
4,4.77,601058
5,2.46,601058
6,1.95,601058
7,2.44,601058
8,3.39,601058
9,1.91,601058
10,1.73,601058
0,5.47,601069
1,3.9,601069
2,6.05,601069
3,5.92,601069
4,4.27,601069
5,7.76,601069
6,4.6,601069
7,5.41,601069
8,5.73,601069
9,6.45,601069
10,5.5,601069
0,0.04,601088
1,0.04,601088
2,0.12,601088
3,0.09,601088
4,0.06,601088
5,0.08,601088
6,0.09,601088
7,0.09,601088
8,0.07,601088
9,0.05,601088
10,0.04,601088
0,0.13,601098
1,0.16,601098
2,0.21,601098
3,0.17,601098
4,0.16,601098
5,0.21,601098
6,0.19,601098
7,0.14,601098
8,0.2,601098
9,0.33,601098
10,0.36,601098
0,2.22,601099
1,2.92,601099
2,4.45,601099
3,4.92,601099
4,4.54,601099
5,4.64,601099
6,6.53,601099
7,8.39,601099
8,7.28,601099
9,2.41,601099
10,3.15,601099
0,1.13,601100
1,1.08,601100
2,1.22,601100
3,1.57,601100
4,1.03,601100
5,1.53,601100
6,0.74,601100
7,0.44,601100
8,0.75,601100
9,0.68,601100
10,0.38,601100
0,0.31,601106
1,0.38,601106
2,0.58,601106
3,0.66,601106
4,0.53,601106
5,0.79,601106
6,0.98,601106
0,0.24,601107
1,0.22,601107
2,0.45,601107
3,0.38,601107
4,0.34,601107
5,0.48,601107
6,0.43,601107
7,0.34,601107
8,0.43,601107
9,0.93,601107
10,0.44,601107
0,0.16,601111
1,0.16,601111
2,0.41,601111
3,0.14,601111
4,0.2,601111
5,0.19,601111
6,0.25,601111
7,0.22,601111
8,0.26,601111
9,0.19,601111
10,0.41,601111
0,0.55,601113
1,1.1,601113
2,0.34,601113
3,0.3,601113
4,0.2,601113
5,0.46,601113
6,0.34,601113
7,0.24,601113
8,0.28,601113
9,0.43,601113
10,0.61,601113
0,0.54,601116
1,0.46,601116
2,0.81,601116
3,0.91,601116
4,0.42,601116
5,0.38,601116
6,0.54,601116
7,0.33,601116
8,0.55,601116
9,0.54,601116
10,0.42,601116
0,0.15,601117
1,0.16,601117
2,0.52,601117
3,0.29,601117
4,0.25,601117
5,0.49,601117
6,0.27,601117
7,0.2,601117
8,0.33,601117
9,0.28,601117
10,0.23,601117
0,0.33,601118
1,0.29,601118
2,0.78,601118
3,0.37,601118
4,0.29,601118
5,0.45,601118
6,0.37,601118
7,0.26,601118
8,0.38,601118
9,0.41,601118
10,1.0,601118
0,0.5,601126
1,0.33,601126
2,0.99,601126
3,0.56,601126
4,0.62,601126
5,0.97,601126
6,1.23,601126
7,2.02,601126
8,1.02,601126
9,0.36,601126
10,0.44,601126
0,3.47,601127
1,2.85,601127
2,5.39,601127
3,2.85,601127
4,2.47,601127
5,3.03,601127
6,3.89,601127
7,2.4,601127
8,2.84,601127
9,3.55,601127
10,4.44,601127
0,0.31,601137
1,0.32,601137
2,0.58,601137
3,0.47,601137
4,0.65,601137
5,0.63,601137
6,0.55,601137
7,0.58,601137
8,0.59,601137
9,0.73,601137
10,0.48,601137
0,0.41,601139
1,0.17,601139
2,0.24,601139
3,0.21,601139
4,0.1,601139
5,0.23,601139
6,0.1,601139
7,0.15,601139
8,0.29,601139
9,0.23,601139
10,0.15,601139
0,1.34,601155
1,1.21,601155
2,2.61,601155
3,1.36,601155
4,1.44,601155
5,1.84,601155
6,2.58,601155
7,1.96,601155
8,3.98,601155
9,5.16,601155
10,4.01,601155
0,0.1,601158
1,0.1,601158
2,0.15,601158
3,0.19,601158
4,0.17,601158
5,0.46,601158
6,0.15,601158
7,0.1,601158
8,0.26,601158
9,0.11,601158
10,0.07,601158
0,0.12,601163
1,0.05,601163
2,0.06,601163
3,0.05,601163
0,0.2,601166
1,0.2,601166
2,0.32,601166
3,0.16,601166
4,0.13,601166
5,0.19,601166
6,0.28,601166
7,0.16,601166
8,0.17,601166
9,0.14,601166
10,0.17,601166
0,0.65,601168
1,0.58,601168
2,1.43,601168
3,0.8,601168
4,0.7,601168
5,0.96,601168
6,1.14,601168
7,1.79,601168
8,0.64,601168
9,0.79,601168
10,0.71,601168
0,0.31,601169
1,0.33,601169
2,0.5,601169
3,0.18,601169
4,0.23,601169
5,0.24,601169
6,0.24,601169
7,0.32,601169
8,0.32,601169
9,0.29,601169
10,0.27,601169
0,0.81,601177
1,0.69,601177
2,1.19,601177
3,1.12,601177
4,1.48,601177
5,1.16,601177
6,1.41,601177
7,1.23,601177
8,1.2,601177
9,0.75,601177
10,0.6,601177
0,0.22,601179
1,0.19,601179
2,0.39,601179
3,0.17,601179
4,0.14,601179
5,0.21,601179
6,0.22,601179
7,0.14,601179
8,0.25,601179
9,0.15,601179
10,0.12,601179
0,0.33,601186
1,0.31,601186
2,0.68,601186
3,0.49,601186
4,0.33,601186
5,0.76,601186
6,0.5,601186
7,0.38,601186
8,0.5,601186
9,0.57,601186
10,0.31,601186
0,0.73,601188
1,0.33,601188
2,0.6,601188
3,0.56,601188
4,0.42,601188
5,1.01,601188
6,0.8,601188
7,0.51,601188
8,0.68,601188
9,0.7,601188
10,1.05,601188
0,1.11,601198
1,1.11,601198
2,2.11,601198
3,1.17,601198
4,1.12,601198
5,1.69,601198
6,1.96,601198
7,1.4,601198
8,1.65,601198
9,1.43,601198
10,1.78,601198
0,2.38,601199
1,2.27,601199
2,2.4,601199
3,2.74,601199
4,6.41,601199
5,3.95,601199
6,2.56,601199
7,1.35,601199
8,1.4,601199
9,1.97,601199
10,0.84,601199
0,0.81,601208
1,1.06,601208
2,1.68,601208
3,0.88,601208
4,0.91,601208
5,1.08,601208
6,1.33,601208
7,0.63,601208
8,0.81,601208
9,1.32,601208
10,0.63,601208
0,0.77,601211
1,0.32,601211
2,0.85,601211
3,0.63,601211
4,0.28,601211
5,0.48,601211
6,0.51,601211
7,0.46,601211
8,0.54,601211
9,0.51,601211
10,0.51,601211
0,4.31,601216
1,3.29,601216
2,3.11,601216
3,3.7,601216
4,1.94,601216
5,3.04,601216
6,4.52,601216
7,5.87,601216
8,2.2,601216
9,0.99,601216
10,0.95,601216
0,3.42,601218
1,6.42,601218
2,2.13,601218
3,3.66,601218
4,1.41,601218
5,1.98,601218
6,2.48,601218
7,1.35,601218
8,1.41,601218
9,2.13,601218
10,2.34,601218
0,1.17,601222
1,1.38,601222
2,1.74,601222
3,1.79,601222
4,1.88,601222
5,2.13,601222
6,2.65,601222
7,1.67,601222
8,3.54,601222
9,2.55,601222
10,2.7,601222
0,0.54,601225
1,0.85,601225
2,1.9,601225
3,1.36,601225
4,1.78,601225
5,1.57,601225
6,1.65,601225
7,1.81,601225
8,0.59,601225
9,0.78,601225
10,1.34,601225
0,0.93,601226
1,1.12,601226
2,2.45,601226
3,1.62,601226
4,1.85,601226
5,2.89,601226
6,1.91,601226
7,1.45,601226
8,1.37,601226
9,2.18,601226
10,1.06,601226
0,1.36,601231
1,0.44,601231
2,0.47,601231
3,0.39,601231
4,0.41,601231
5,0.52,601231
6,0.55,601231
7,0.71,601231
8,0.38,601231
9,0.4,601231
10,0.86,601231
0,0.62,601233
1,0.47,601233
2,0.92,601233
3,1.0,601233
4,0.73,601233
5,0.8,601233
6,1.08,601233
7,1.0,601233
8,0.86,601233
9,1.52,601233
10,0.89,601233
0,0.09,601238
1,0.07,601238
2,0.08,601238
3,0.08,601238
4,0.08,601238
5,0.09,601238
6,0.08,601238
7,0.11,601238
8,0.11,601238
9,0.22,601238
10,0.06,601238
0,0.47,601258
1,0.45,601258
2,1.2,601258
3,0.7,601258
4,0.56,601258
5,0.79,601258
6,0.89,601258
7,0.56,601258
8,0.49,601258
9,0.66,601258
10,0.54,601258
0,0.03,601288
1,0.03,601288
2,0.05,601288
3,0.02,601288
4,0.03,601288
5,0.03,601288
6,0.04,601288
7,0.03,601288
8,0.04,601288
9,0.04,601288
10,0.02,601288
0,1.23,601311
1,1.56,601311
2,0.81,601311
3,0.71,601311
4,0.99,601311
5,1.53,601311
6,1.04,601311
7,0.62,601311
8,1.06,601311
9,0.52,601311
10,1.07,601311
0,0.74,601313
1,0.99,601313
2,2.37,601313
3,1.46,601313
4,1.84,601313
5,1.99,601313
6,1.64,601313
7,1.28,601313
8,1.55,601313
9,2.41,601313
10,1.18,601313
0,0.33,601318
1,0.29,601318
2,0.8,601318
3,0.41,601318
4,0.31,601318
5,0.43,601318
6,0.52,601318
7,0.37,601318
8,0.47,601318
9,0.22,601318
10,0.18,601318
0,0.16,601328
1,0.1,601328
2,0.23,601328
3,0.07,601328
4,0.1,601328
5,0.13,601328
6,0.24,601328
7,0.13,601328
8,0.18,601328
9,0.1,601328
10,0.1,601328
0,0.46,601333
1,0.32,601333
2,0.65,601333
3,0.3,601333
4,0.23,601333
5,0.4,601333
6,0.3,601333
7,0.25,601333
8,0.39,601333
9,0.36,601333
10,0.34,601333
0,0.23,601336
1,0.34,601336
2,0.7,601336
3,0.4,601336
4,0.34,601336
5,0.73,601336
6,0.43,601336
7,0.34,601336
8,0.44,601336
9,0.5,601336
10,0.55,601336
0,0.24,601339
1,0.22,601339
2,0.52,601339
3,0.62,601339
4,0.45,601339
5,0.43,601339
6,0.39,601339
7,0.29,601339
8,0.33,601339
9,0.48,601339
10,0.46,601339
0,5.44,601368
1,3.13,601368
2,5.1,601368
3,5.37,601368
4,9.02,601368
5,12.69,601368
6,3.73,601368
7,0.9,601368
8,1.24,601368
9,1.24,601368
10,1.1,601368
0,0.21,601369
1,0.33,601369
2,0.55,601369
3,0.47,601369
4,0.3,601369
5,0.44,601369
6,0.4,601369
7,0.27,601369
8,0.29,601369
9,0.28,601369
10,0.3,601369
0,0.47,601377
1,0.52,601377
2,1.47,601377
3,0.58,601377
4,0.44,601377
5,0.64,601377
6,0.87,601377
7,0.89,601377
8,0.9,601377
9,0.64,601377
10,0.77,601377
0,1.3,601388
1,1.49,601388
2,2.29,601388
3,1.52,601388
4,1.73,601388
5,1.61,601388
6,1.63,601388
7,1.34,601388
8,1.61,601388
9,1.95,601388
10,1.27,601388
0,0.17,601390
1,0.18,601390
2,0.48,601390
3,0.4,601390
4,0.23,601390
5,0.51,601390
6,0.27,601390
7,0.33,601390
8,0.49,601390
9,0.39,601390
10,0.23,601390
0,0.03,601398
1,0.02,601398
2,0.04,601398
3,0.02,601398
4,0.02,601398
5,0.04,601398
6,0.08,601398
7,0.03,601398
8,0.03,601398
9,0.02,601398
10,0.02,601398
0,0.38,601515
1,0.48,601515
2,0.6,601515
3,1.01,601515
4,0.31,601515
5,0.44,601515
6,0.37,601515
7,0.14,601515
8,0.24,601515
9,0.15,601515
10,0.22,601515
0,1.59,601518
1,1.5,601518
2,3.11,601518
3,1.49,601518
4,0.76,601518
5,2.24,601518
6,0.53,601518
7,0.4,601518
8,0.51,601518
9,0.55,601518
10,0.72,601518
0,0.66,601519
1,0.35,601519
2,0.7,601519
3,0.45,601519
4,0.42,601519
5,0.79,601519
6,0.66,601519
7,0.39,601519
8,0.42,601519
9,0.42,601519
10,0.43,601519
0,0.7,601555
1,0.9,601555
2,1.6,601555
3,0.76,601555
4,0.72,601555
5,0.95,601555
6,1.25,601555
7,1.02,601555
8,1.11,601555
9,1.22,601555
10,1.9,601555
0,0.52,601558
1,0.53,601558
2,1.49,601558
3,1.0,601558
4,0.91,601558
5,0.98,601558
6,1.22,601558
7,2.59,601558
8,0.66,601558
9,0.84,601558
10,0.79,601558
0,0.24,601566
1,0.23,601566
2,0.51,601566
3,0.31,601566
4,0.23,601566
5,0.32,601566
6,0.35,601566
7,0.21,601566
8,0.21,601566
9,0.28,601566
10,0.26,601566
0,0.13,601567
1,0.26,601567
2,0.37,601567
3,0.2,601567
4,0.21,601567
5,0.34,601567
6,0.25,601567
7,0.2,601567
8,0.37,601567
9,0.31,601567
10,0.27,601567
0,0.59,601579
1,0.48,601579
2,0.98,601579
3,1.26,601579
4,1.0,601579
5,0.82,601579
6,0.76,601579
7,0.55,601579
8,0.47,601579
9,0.77,601579
10,1.04,601579
0,0.34,601588
1,0.37,601588
2,0.65,601588
3,0.37,601588
4,0.31,601588
5,0.55,601588
6,0.48,601588
7,0.4,601588
8,0.41,601588
9,0.92,601588
10,0.92,601588
0,13.88,601595
1,10.56,601595
2,13.2,601595
3,15.55,601595
4,18.01,601595
5,30.75,601595
6,36.7,601595
7,57.61,601595
8,36.58,601595
9,4.29,601595
10,0.69,601595
0,1.13,601599
1,1.35,601599
2,1.95,601599
3,1.11,601599
4,1.21,601599
5,1.9,601599
6,1.89,601599
7,1.11,601599
8,1.98,601599
9,1.15,601599
10,1.39,601599
0,0.39,601600
1,0.43,601600
2,0.68,601600
3,0.34,601600
4,0.31,601600
5,0.42,601600
6,0.31,601600
7,0.45,601600
8,0.32,601600
9,0.37,601600
10,0.33,601600
0,0.18,601601
1,0.18,601601
2,0.29,601601
3,0.2,601601
4,0.18,601601
5,0.53,601601
6,0.18,601601
7,0.15,601601
8,0.27,601601
9,0.35,601601
10,0.29,601601
0,0.56,601607
1,0.46,601607
2,0.91,601607
3,0.72,601607
4,0.58,601607
5,0.63,601607
6,0.91,601607
7,0.77,601607
8,0.93,601607
9,0.56,601607
10,0.46,601607
0,0.17,601608
1,0.29,601608
2,0.44,601608
3,0.39,601608
4,0.36,601608
5,0.65,601608
6,0.29,601608
7,0.27,601608
8,0.33,601608
9,0.25,601608
10,0.23,601608
0,3.57,601611
1,3.3,601611
2,5.66,601611
3,2.92,601611
4,2.26,601611
5,2.87,601611
6,3.44,601611
7,2.09,601611
8,2.28,601611
9,3.87,601611
10,5.5,601611
0,0.44,601616
1,0.44,601616
2,0.63,601616
3,0.4,601616
4,0.46,601616
5,0.67,601616
6,0.77,601616
7,0.67,601616
8,0.61,601616
9,0.61,601616
10,0.67,601616
0,0.4,601618
1,0.23,601618
2,0.81,601618
3,0.53,601618
4,0.47,601618
5,1.11,601618
6,0.44,601618
7,0.38,601618
8,0.46,601618
9,0.47,601618
10,0.49,601618
0,0.03,601628
1,0.03,601628
2,0.09,601628
3,0.06,601628
4,0.03,601628
5,0.08,601628
6,0.03,601628
7,0.03,601628
8,0.05,601628
9,0.05,601628
10,0.03,601628
0,0.11,601633
1,0.1,601633
2,0.31,601633
3,0.14,601633
4,0.12,601633
5,0.14,601633
6,0.31,601633
7,0.11,601633
8,0.29,601633
9,0.18,601633
10,0.14,601633
0,1.35,601636
1,2.37,601636
2,2.5,601636
3,1.98,601636
4,1.21,601636
5,2.09,601636
6,1.92,601636
7,2.58,601636
8,2.54,601636
9,2.26,601636
10,1.82,601636
0,0.65,601666
1,0.65,601666
2,1.0,601666
3,0.75,601666
4,0.49,601666
5,0.81,601666
6,0.85,601666
7,1.07,601666
8,0.39,601666
9,0.6,601666
10,0.56,601666
0,0.24,601668
1,0.28,601668
2,0.89,601668
3,0.33,601668
4,0.38,601668
5,0.85,601668
6,0.38,601668
7,0.32,601668
8,0.38,601668
9,0.24,601668
10,0.29,601668
0,0.27,601669
1,0.4,601669
2,0.63,601669
3,0.47,601669
4,0.28,601669
5,0.58,601669
6,0.26,601669
7,0.24,601669
8,0.3,601669
9,0.35,601669
10,0.17,601669
0,0.99,601677
1,0.54,601677
2,0.76,601677
3,0.7,601677
4,0.8,601677
5,1.59,601677
6,2.89,601677
7,0.84,601677
8,0.92,601677
9,1.2,601677
10,0.58,601677
0,4.88,601678
1,3.12,601678
2,1.72,601678
3,0.99,601678
4,1.28,601678
5,1.7,601678
6,1.47,601678
7,1.3,601678
8,1.04,601678
9,0.62,601678
10,0.96,601678
0,0.47,601688
1,0.58,601688
2,1.54,601688
3,0.66,601688
4,0.37,601688
5,0.74,601688
6,0.69,601688
7,0.55,601688
8,0.61,601688
9,0.73,601688
10,0.81,601688
0,1.25,601689
1,1.93,601689
2,3.8,601689
3,2.36,601689
4,1.9,601689
5,3.67,601689
6,2.86,601689
7,4.68,601689
8,3.94,601689
9,3.18,601689
10,3.24,601689
0,0.53,601699
1,1.29,601699
2,1.33,601699
3,1.17,601699
4,0.9,601699
5,1.54,601699
6,1.12,601699
7,1.48,601699
8,0.81,601699
9,1.24,601699
10,0.56,601699
0,0.25,601700
1,0.28,601700
2,0.54,601700
3,0.47,601700
4,0.57,601700
5,0.92,601700
6,0.51,601700
7,0.3,601700
8,0.31,601700
9,0.37,601700
10,0.32,601700
0,0.53,601717
1,0.53,601717
2,0.97,601717
3,0.85,601717
4,0.78,601717
5,1.13,601717
6,0.87,601717
7,0.62,601717
8,0.59,601717
9,0.66,601717
10,0.56,601717
0,0.46,601718
1,0.48,601718
2,1.02,601718
3,1.38,601718
4,0.41,601718
5,0.45,601718
6,0.39,601718
7,0.34,601718
8,0.59,601718
9,0.4,601718
10,0.34,601718
0,0.13,601766
1,0.15,601766
2,0.52,601766
3,0.32,601766
4,0.13,601766
5,0.22,601766
6,0.15,601766
7,0.16,601766
8,0.29,601766
9,0.23,601766
10,0.11,601766
0,1.09,601777
1,1.32,601777
2,2.31,601777
3,1.82,601777
4,1.11,601777
5,2.0,601777
6,2.83,601777
7,1.0,601777
8,1.17,601777
9,1.62,601777
10,0.82,601777
0,0.29,601788
1,0.34,601788
2,0.86,601788
3,0.39,601788
4,0.32,601788
5,0.43,601788
6,0.46,601788
7,0.37,601788
8,0.51,601788
9,1.38,601788
10,0.57,601788
0,0.33,601799
1,0.37,601799
2,0.59,601799
3,0.33,601799
4,0.42,601799
5,0.53,601799
6,0.66,601799
7,0.42,601799
8,0.45,601799
9,0.33,601799
10,0.52,601799
0,0.09,601800
1,0.08,601800
2,0.28,601800
3,0.12,601800
4,0.1,601800
5,0.3,601800
6,0.15,601800
7,0.21,601800
8,0.12,601800
9,0.14,601800
10,0.07,601800
0,0.21,601801
1,0.25,601801
2,0.36,601801
3,0.42,601801
4,0.38,601801
5,0.94,601801
6,0.57,601801
7,0.23,601801
8,0.28,601801
9,0.47,601801
10,0.58,601801
0,0.08,601808
1,0.08,601808
2,0.2,601808
3,0.11,601808
4,0.07,601808
5,0.11,601808
6,0.08,601808
7,0.05,601808
8,0.08,601808
9,0.12,601808
10,0.07,601808
0,5.67,601811
1,7.72,601811
2,7.48,601811
3,7.41,601811
4,8.17,601811
5,12.51,601811
6,10.81,601811
7,14.72,601811
8,14.9,601811
9,23.79,601811
10,25.26,601811
0,0.13,601818
1,0.14,601818
2,0.3,601818
3,0.15,601818
4,0.14,601818
5,0.13,601818
6,0.24,601818
7,0.15,601818
8,0.14,601818
9,0.12,601818
10,0.1,601818
0,0.01,601857
1,0.01,601857
2,0.02,601857
3,0.01,601857
4,0.01,601857
5,0.01,601857
6,0.01,601857
7,0.01,601857
8,0.01,601857
9,0.01,601857
10,0.02,601857
0,0.39,601866
1,0.25,601866
2,0.56,601866
3,1.14,601866
4,0.39,601866
5,0.46,601866
6,0.25,601866
7,0.19,601866
8,0.25,601866
9,0.36,601866
10,0.2,601866
0,0.28,601872
1,0.3,601872
2,0.94,601872
3,1.45,601872
4,0.77,601872
5,0.61,601872
6,0.38,601872
7,0.32,601872
8,0.41,601872
9,0.46,601872
10,0.21,601872
0,2.29,601877
1,4.69,601877
2,3.29,601877
3,1.64,601877
4,0.42,601877
0,0.26,601880
1,0.24,601880
2,0.65,601880
3,0.33,601880
4,0.3,601880
5,0.44,601880
6,0.57,601880
7,0.45,601880
8,0.73,601880
9,1.67,601880
10,0.34,601880
0,0.28,601886
1,0.47,601886
2,0.99,601886
3,0.58,601886
4,0.67,601886
5,0.88,601886
6,0.93,601886
7,0.56,601886
8,0.37,601886
9,0.36,601886
10,0.3,601886
0,0.4,601888
1,0.77,601888
2,0.59,601888
3,0.31,601888
4,0.26,601888
5,0.35,601888
6,0.35,601888
7,0.23,601888
8,0.22,601888
9,0.21,601888
10,0.41,601888
0,0.56,601890
1,0.61,601890
2,1.32,601890
3,1.24,601890
4,0.87,601890
5,0.96,601890
6,0.69,601890
7,0.4,601890
8,0.51,601890
9,0.52,601890
10,0.6,601890
0,0.07,601898
1,0.07,601898
2,0.15,601898
3,0.08,601898
4,0.1,601898
5,0.11,601898
6,0.1,601898
7,0.23,601898
8,0.08,601898
9,0.11,601898
10,0.11,601898
0,0.66,601899
1,0.35,601899
2,1.01,601899
3,0.37,601899
4,0.42,601899
5,0.89,601899
6,0.44,601899
7,0.38,601899
8,0.48,601899
9,0.55,601899
10,0.4,601899
0,0.32,601901
1,0.44,601901
2,1.21,601901
3,0.63,601901
4,0.56,601901
5,0.94,601901
6,1.38,601901
7,1.38,601901
8,1.0,601901
9,0.73,601901
10,0.85,601901
0,0.36,601908
1,0.27,601908
2,0.54,601908
3,0.29,601908
4,0.3,601908
5,0.52,601908
6,0.38,601908
7,0.35,601908
8,0.45,601908
9,0.54,601908
10,0.35,601908
0,0.42,601918
1,0.56,601918
2,1.37,601918
3,1.06,601918
4,0.93,601918
5,0.75,601918
6,0.7,601918
7,0.77,601918
8,0.53,601918
9,0.52,601918
10,0.58,601918
0,0.5,601919
1,0.27,601919
2,0.58,601919
3,1.42,601919
4,0.37,601919
5,0.25,601919
6,0.21,601919
7,0.35,601919
8,0.21,601919
9,0.51,601919
10,0.2,601919
0,0.21,601928
1,0.29,601928
2,0.59,601928
3,0.47,601928
4,0.36,601928
5,0.86,601928
6,0.8,601928
7,0.54,601928
8,0.64,601928
9,0.4,601928
10,0.78,601928
0,0.66,601929
1,0.81,601929
2,1.47,601929
3,1.09,601929
4,1.15,601929
5,1.72,601929
6,2.65,601929
7,2.5,601929
8,2.89,601929
9,1.22,601929
10,0.89,601929
0,0.42,601933
1,0.27,601933
2,0.53,601933
3,0.72,601933
4,0.28,601933
5,0.47,601933
6,0.46,601933
7,0.26,601933
8,0.39,601933
9,0.41,601933
10,0.43,601933
0,0.79,601939
1,0.42,601939
2,1.1,601939
3,0.56,601939
4,0.48,601939
5,0.65,601939
6,0.78,601939
7,0.72,601939
8,0.97,601939
9,0.77,601939
10,0.61,601939
0,0.19,601958
1,0.17,601958
2,0.34,601958
3,0.23,601958
4,0.35,601958
5,0.63,601958
6,0.3,601958
7,0.34,601958
8,0.15,601958
9,0.18,601958
10,0.12,601958
0,0.46,601965
1,0.39,601965
2,0.54,601965
3,0.33,601965
4,0.42,601965
5,0.58,601965
6,0.52,601965
7,0.36,601965
8,0.22,601965
9,0.33,601965
10,0.23,601965
0,2.82,601966
1,2.95,601966
2,6.56,601966
3,4.13,601966
4,3.22,601966
5,4.52,601966
6,3.63,601966
7,3.55,601966
8,4.36,601966
9,4.85,601966
10,5.25,601966
0,10.45,601968
1,4.02,601968
2,7.76,601968
3,13.0,601968
4,5.99,601968
5,9.51,601968
6,5.89,601968
7,4.06,601968
8,5.08,601968
9,6.9,601968
10,4.82,601968
0,0.15,601969
1,0.11,601969
2,0.25,601969
3,0.19,601969
4,0.16,601969
5,0.19,601969
6,0.14,601969
7,0.15,601969
8,0.35,601969
9,0.5,601969
10,0.13,601969
0,0.51,601985
1,0.51,601985
2,1.53,601985
3,0.68,601985
4,0.53,601985
5,0.88,601985
6,0.62,601985
7,0.5,601985
8,0.73,601985
9,0.66,601985
10,0.7,601985
0,0.07,601988
1,0.04,601988
2,0.08,601988
3,0.03,601988
4,0.03,601988
5,0.05,601988
6,0.05,601988
7,0.06,601988
8,0.05,601988
9,0.05,601988
10,0.04,601988
0,0.27,601989
1,0.22,601989
2,0.45,601989
3,0.23,601989
4,0.2,601989
5,0.26,601989
6,0.24,601989
7,0.18,601989
8,0.33,601989
9,0.23,601989
10,0.26,601989
0,0.05,601991
1,0.05,601991
2,0.13,601991
3,0.07,601991
4,0.05,601991
5,0.13,601991
6,0.09,601991
7,0.09,601991
8,0.1,601991
9,0.08,601991
10,0.08,601991
0,0.19,601992
1,0.13,601992
2,0.23,601992
3,0.22,601992
4,0.27,601992
5,0.36,601992
6,0.24,601992
7,0.15,601992
8,0.28,601992
9,0.27,601992
10,0.24,601992
0,0.79,601996
1,1.04,601996
2,1.72,601996
3,1.52,601996
4,1.86,601996
5,3.84,601996
6,2.37,601996
7,1.72,601996
8,1.92,601996
9,1.8,601996
10,2.48,601996
0,4.35,601997
1,8.11,601997
2,8.3,601997
3,5.36,601997
4,6.5,601997
5,8.85,601997
6,9.49,601997
7,13.92,601997
8,10.63,601997
9,16.52,601997
10,24.94,601997
0,0.14,601998
1,0.08,601998
2,0.15,601998
3,0.08,601998
4,0.09,601998
5,0.13,601998
6,0.1,601998
7,0.06,601998
8,0.08,601998
9,0.09,601998
10,0.08,601998
0,1.47,601999
1,2.27,601999
2,2.25,601999
3,1.71,601999
4,1.39,601999
5,1.48,601999
6,1.08,601999
7,0.49,601999
8,0.65,601999
9,0.71,601999
10,0.53,601999
0,0.45,603000
1,0.33,603000
2,1.27,603000
3,0.43,603000
4,0.38,603000
5,0.92,603000
6,0.61,603000
7,0.5,603000
8,0.43,603000
9,0.31,603000
10,0.52,603000
0,0.38,603001
1,0.32,603001
2,0.74,603001
3,0.8,603001
4,0.72,603001
5,1.0,603001
6,0.72,603001
7,0.45,603001
8,0.5,603001
9,0.68,603001
10,0.5,603001
0,1.88,603002
1,1.07,603002
2,1.88,603002
3,2.01,603002
4,1.85,603002
5,2.63,603002
6,4.16,603002
7,1.76,603002
8,1.79,603002
9,1.39,603002
10,1.15,603002
0,3.74,603003
1,2.45,603003
2,2.76,603003
3,2.07,603003
4,0.9,603003
5,1.77,603003
6,1.27,603003
7,1.16,603003
8,1.25,603003
9,1.36,603003
10,1.86,603003
0,2.05,603005
1,2.62,603005
2,3.15,603005
3,3.12,603005
4,2.8,603005
5,3.19,603005
6,4.5,603005
7,2.18,603005
8,2.42,603005
9,2.17,603005
10,2.06,603005
0,2.99,603006
1,3.62,603006
2,4.18,603006
3,5.46,603006
